ecosystem,environment,name,version,dependency_type,source,license_expression,evidence_url,review_status,redistribution,notes
python,backend,torch,2.13.0,direct-main,https://download.pytorch.org/whl/cpu,Apache-2.0 AND Apache-2.0 WITH LLVM-exception AND BSD-2-Clause AND BSD-3-Clause AND BSL-1.0 AND MIT,https://pypi.org/project/torch/2.13.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,torch,2.13.0+cpu,direct-main,https://download.pytorch.org/whl/cpu,Apache-2.0 AND Apache-2.0 WITH LLVM-exception AND BSD-2-Clause AND BSD-3-Clause AND BSL-1.0 AND MIT,https://github.com/pytorch/pytorch/blob/v2.13.0/LICENSE,approved,"retain license, copyright, attribution, and upstream NOTICE when present",PyTorch official CPU index distribution
python,backend,tqdm,4.68.4,transitive,https://pypi.org/simple,MPL-2.0 AND MIT,https://pypi.org/project/tqdm/4.68.4/,approved,retain MPL notices and provide source for modified MPL-covered files,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,transformers,5.14.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/transformers/5.14.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,typer,0.26.8,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/typer/0.26.8/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,typing-extensions,4.16.0,transitive,https://pypi.org/simple,PSF-2.0,https://pypi.org/project/typing-extensions/4.16.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,typing-inspection,0.4.2,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/typing-inspection/0.4.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,urllib3,2.7.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/urllib3/2.7.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,uvicorn,0.51.0,direct-main,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/uvicorn/0.51.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,uvloop,0.22.1,transitive,https://pypi.org/simple,Apache-2.0 OR MIT,https://pypi.org/project/uvloop/0.22.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,watchfiles,1.2.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/watchfiles/1.2.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,websocket-client,1.9.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/websocket-client/1.9.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,websockets,16.1,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/websockets/16.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,yarl,1.24.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/yarl/1.24.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,backend,zipp,4.1.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/zipp/4.1.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,absl-py,2.5.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/absl-py/2.5.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,ai-edge-litert,2.1.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/ai-edge-litert/2.1.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,ai-edge-quantizer,0.4.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/ai-edge-quantizer/0.4.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,ai-edge-tensorflow,2.21.0.dev20251110,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/ai-edge-tensorflow/2.21.0.dev20251110/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,astunparse,1.6.3,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/astunparse/1.6.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,backports-strenum,1.3.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/backports-strenum/1.3.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,certifi,2026.6.17,transitive,https://pypi.org/simple,MPL-2.0,https://pypi.org/project/certifi/2026.6.17/,approved,retain MPL notices and provide source for modified MPL-covered files,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,charset-normalizer,3.4.9,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/charset-normalizer/3.4.9/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,colorama,0.4.6,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/colorama/0.4.6/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,content-retrieval-conversion-tools,0.1.0,project,virtual:.,Apache-2.0,LICENSE,project-owned,covered by the project Apache-2.0 LICENSE,project package
python,conversion-tools,exceptiongroup,1.3.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/exceptiongroup/1.3.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,filelock,3.29.7,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/filelock/3.29.7/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,fire,0.7.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/fire/0.7.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,flatbuffers,25.12.19,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/flatbuffers/25.12.19/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,fsspec,2026.6.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/fsspec/2026.6.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,ftfy,6.3.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/ftfy/6.3.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,gast,0.7.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/gast/0.7.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,google-pasta,0.2.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/google-pasta/0.2.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,grpcio,1.82.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/grpcio/1.82.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,h5py,3.14.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/h5py/3.14.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,hf-xet,1.5.2rc0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/hf-xet/1.5.2rc0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,huggingface-hub,0.36.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/huggingface-hub/0.36.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,idna,3.18,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/idna/3.18/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,immutabledict,4.3.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/immutabledict/4.3.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,iniconfig,2.3.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/iniconfig/2.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,jax,0.6.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/jax/0.6.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,jaxlib,0.6.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/jaxlib/0.6.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,jaxtyping,0.3.7,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/jaxtyping/0.3.7/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,jinja2,3.1.6,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/jinja2/3.1.6/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,kagglehub,1.0.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/kagglehub/1.0.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,kagglesdk,0.1.28,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/kagglesdk/0.1.28/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,keras-nightly,3.12.0.dev2025100703,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/keras-nightly/3.12.0.dev2025100703/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,libclang,18.1.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/libclang/18.1.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,litert-torch,0.8.0,direct-main,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/litert-torch/0.8.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,markdown,3.10.2,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/markdown/3.10.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,markdown-it-py,4.2.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/markdown-it-py/4.2.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,markupsafe,3.0.3,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/markupsafe/3.0.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,mdurl,0.1.2,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/mdurl/0.1.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,ml-dtypes,0.5.4,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/ml-dtypes/0.5.4/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,mpmath,1.3.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/mpmath/1.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,multipledispatch,1.0.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/multipledispatch/1.0.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,namex,0.1.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/namex/0.1.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,networkx,3.4.2,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/networkx/3.4.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,numpy,2.2.6,direct-main,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/numpy/2.2.6/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,open-clip-torch,3.3.0,direct-main,https://pypi.org/simple,MIT,https://pypi.org/project/open-clip-torch/3.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,opt-einsum,3.4.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/opt-einsum/3.4.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,optree,0.19.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/optree/0.19.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,packaging,26.2,transitive,https://pypi.org/simple,Apache-2.0 OR BSD-2-Clause,https://pypi.org/project/packaging/26.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,pillow,12.3.0,direct-main,https://pypi.org/simple,MIT-CMU,https://pypi.org/project/pillow/12.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,pluggy,1.6.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/pluggy/1.6.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,protobuf,7.36.0rc1,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/protobuf/7.36.0rc1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,pygments,2.20.0,transitive,https://pypi.org/simple,BSD-2-Clause,https://pypi.org/project/pygments/2.20.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,pytest,9.1.1,direct-dev,https://pypi.org/simple,MIT,https://pypi.org/project/pytest/9.1.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,pyyaml,6.0.3,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/pyyaml/6.0.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,regex,2026.7.10,transitive,https://pypi.org/simple,Apache-2.0 AND CNRI-Python,https://pypi.org/project/regex/2026.7.10/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,requests,2.34.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/requests/2.34.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,rich,15.0.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/rich/15.0.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,safetensors,0.8.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/safetensors/0.8.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,scipy,1.15.3,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/scipy/1.15.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,setuptools,83.0.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/setuptools/83.0.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,six,1.17.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/six/1.17.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,sympy,1.14.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/sympy/1.14.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,tabulate,0.10.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/tabulate/0.10.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,tb-nightly,2.20.0a20250717,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/tb-nightly/2.20.0a20250717/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,tensorboard-data-server,0.7.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/tensorboard-data-server/0.7.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,termcolor,3.3.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/termcolor/3.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,timm,1.0.28,direct-main,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/timm/1.0.28/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,tokenizers,0.23.0rc0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/tokenizers/0.23.0rc0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,tomli,2.4.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/tomli/2.4.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,torch,2.9.1,direct-main,https://download.pytorch.org/whl/cpu,BSD-3-Clause,https://github.com/pytorch/pytorch/blob/v2.9.1/LICENSE,approved,retain license and copyright notices,PyTorch CPU index distribution
python,conversion-tools,torch,2.9.1+cpu,direct-main,https://download.pytorch.org/whl/cpu,BSD-3-Clause,https://github.com/pytorch/pytorch/blob/v2.9.1/LICENSE,approved,retain license and copyright notices,PyTorch CPU index distribution
python,conversion-tools,torch-xla2,0.0.1.dev202412041639,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/torch-xla2/0.0.1.dev202412041639/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,torchao,0.17.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/torchao/0.17.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,torchvision,0.24.1,direct-main,https://download.pytorch.org/whl/cpu,BSD-3-Clause,https://github.com/pytorch/vision/blob/v0.24.1/LICENSE,approved,retain license and copyright notices,PyTorch CPU index distribution
python,conversion-tools,torchvision,0.24.1+cpu,direct-main,https://download.pytorch.org/whl/cpu,BSD-3-Clause,https://github.com/pytorch/vision/blob/v0.24.1/LICENSE,approved,retain license and copyright notices,PyTorch CPU index distribution
python,conversion-tools,tqdm,4.68.4,transitive,https://pypi.org/simple,MPL-2.0 AND MIT,https://pypi.org/project/tqdm/4.68.4/,approved,retain MPL notices and provide source for modified MPL-covered files,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,transformers,4.57.6,direct-main,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/transformers/4.57.6/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,typing-extensions,4.16.0,transitive,https://pypi.org/simple,PSF-2.0,https://pypi.org/project/typing-extensions/4.16.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,urllib3,2.7.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/urllib3/2.7.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,wadler-lindig,0.1.7,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/wadler-lindig/0.1.7/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,wcwidth,0.8.2,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/wcwidth/0.8.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,werkzeug,3.1.8,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/werkzeug/3.1.8/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,wheel,0.47.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/wheel/0.47.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,conversion-tools,wrapt,2.3.0rc1,transitive,https://pypi.org/simple,BSD-2-Clause,https://pypi.org/project/wrapt/2.3.0rc1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,demo-tools,charset-normalizer,3.5.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/charset-normalizer/3.5.1/,approved,retain license and copyright notices,exact PyPI release metadata
python,demo-tools,content-retrieval-demo-tools,0.1.0,project,virtual:.,Apache-2.0,LICENSE,project-owned,covered by the project Apache-2.0 LICENSE,project package
python,demo-tools,lxml,6.1.2,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/lxml/6.1.2/,approved,retain license and copyright notices,exact PyPI release metadata
python,demo-tools,pillow,11.3.0,direct-main,https://pypi.org/simple,MIT-CMU,https://pypi.org/project/pillow/11.3.0/,approved,retain license and copyright notices,exact PyPI release metadata
python,demo-tools,pypdfium2,4.30.0,direct-main,https://pypi.org/simple,(Apache-2.0 OR BSD-3-Clause) AND LicenseRef-PdfiumThirdParty,https://pypi.org/project/pypdfium2/4.30.0/,approved,retain pypdfium2 and PDFium bundled third-party notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,demo-tools,python-docx,1.2.0,direct-main,https://pypi.org/simple,MIT,https://pypi.org/project/python-docx/1.2.0/,approved,retain license and copyright notices,exact PyPI release metadata
python,demo-tools,reportlab,4.5.1,direct-main,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/reportlab/4.5.1/,approved,retain license and copyright notices,exact PyPI release metadata
python,demo-tools,tomli,2.4.1,direct-main,https://pypi.org/simple,MIT,https://pypi.org/project/tomli/2.4.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,demo-tools,typing-extensions,4.16.0,transitive,https://pypi.org/simple,PSF-2.0,https://pypi.org/project/typing-extensions/4.16.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,annotated-doc,0.0.4,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/annotated-doc/0.0.4/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,anyio,4.14.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/anyio/4.14.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,certifi,2026.6.17,transitive,https://pypi.org/simple,MPL-2.0,https://pypi.org/project/certifi/2026.6.17/,approved,retain MPL notices and provide source for modified MPL-covered files,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,click,8.4.2,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/click/8.4.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,colorama,0.4.6,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/colorama/0.4.6/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,content-retrieval-model-tools,0.1.0,project,virtual:.,Apache-2.0,LICENSE,project-owned,covered by the project Apache-2.0 LICENSE,project package
python,model-tools,cuda-bindings,13.3.1,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-SOFTWARE-LICENSE,https://pypi.org/project/cuda-bindings/13.3.1/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,cuda-pathfinder,1.5.6,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/cuda-pathfinder/1.5.6/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,cuda-toolkit,13.0.3.0,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/cuda-toolkit/13.0.3.0/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,exceptiongroup,1.3.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/exceptiongroup/1.3.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,filelock,3.29.7,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/filelock/3.29.7/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,fsspec,2026.4.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/fsspec/2026.4.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,h11,0.16.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/h11/0.16.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,hf-xet,1.5.1,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/hf-xet/1.5.1/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,httpcore,1.0.9,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/httpcore/1.0.9/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,httpx,0.28.1,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/httpx/0.28.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,huggingface-hub,1.23.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/huggingface-hub/1.23.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,idna,3.18,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/idna/3.18/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
