ecosystem,environment,name,version,dependency_type,source,license_expression,evidence_url,review_status,redistribution,notes
python,model-tools,iniconfig,2.3.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/iniconfig/2.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,jinja2,3.1.6,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/jinja2/3.1.6/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,joblib,1.5.3,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/joblib/1.5.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,markdown-it-py,4.2.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/markdown-it-py/4.2.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,markupsafe,3.0.3,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/markupsafe/3.0.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,mdurl,0.1.2,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/mdurl/0.1.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,mpmath,1.3.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/mpmath/1.3.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,networkx,3.4.2,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/networkx/3.4.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,numpy,2.2.6,direct-main,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/numpy/2.2.6/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,nvidia-cublas,13.1.1.3,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cublas/13.1.1.3/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cuda-cupti,13.0.85,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cuda-cupti/13.0.85/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cuda-nvrtc,13.0.88,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cuda-nvrtc/13.0.88/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cuda-runtime,13.0.96,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cuda-runtime/13.0.96/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cudnn-cu13,9.20.0.48,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cudnn-cu13/9.20.0.48/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cufft,12.0.0.61,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cufft/12.0.0.61/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cufile,1.15.1.6,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cufile/1.15.1.6/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-curand,10.4.0.35,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-curand/10.4.0.35/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cusolver,12.0.4.66,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cusolver/12.0.4.66/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cusparse,12.6.3.3,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cusparse/12.6.3.3/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-cusparselt-cu13,0.8.1,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-cusparselt-cu13/0.8.1/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-nccl-cu13,2.29.7,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-nccl-cu13/2.29.7/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-nvjitlink,13.3.33,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-nvjitlink/13.3.33/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-nvshmem-cu13,3.4.5,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-nvshmem-cu13/3.4.5/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,nvidia-nvtx,13.0.85,transitive,https://pypi.org/simple,LicenseRef-NVIDIA-Proprietary,https://pypi.org/project/nvidia-nvtx/13.0.85/,restricted,exclude from the default CPU release; NVIDIA EULA applies,conditional Linux CUDA component; proprietary NVIDIA terms; not in default Windows CPU release
python,model-tools,packaging,26.2,transitive,https://pypi.org/simple,Apache-2.0 OR BSD-2-Clause,https://pypi.org/project/packaging/26.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,pluggy,1.6.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/pluggy/1.6.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,pygments,2.20.0,transitive,https://pypi.org/simple,BSD-2-Clause,https://pypi.org/project/pygments/2.20.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,pytest,8.4.2,direct-dev,https://pypi.org/simple,MIT,https://pypi.org/project/pytest/8.4.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,pyyaml,6.0.3,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/pyyaml/6.0.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,regex,2026.7.10,transitive,https://pypi.org/simple,Apache-2.0 AND CNRI-Python,https://pypi.org/project/regex/2026.7.10/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,rich,15.0.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/rich/15.0.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,safetensors,0.8.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/safetensors/0.8.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,scikit-learn,1.7.2,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/scikit-learn/1.7.2/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,scipy,1.15.3,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/scipy/1.15.3/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,sentence-transformers,5.6.0,direct-main,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/sentence-transformers/5.6.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,setuptools,83.0.0,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/setuptools/83.0.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,shellingham,1.5.4,transitive,https://pypi.org/simple,ISC,https://pypi.org/project/shellingham/1.5.4/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,sympy,1.14.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/sympy/1.14.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,threadpoolctl,3.6.0,transitive,https://pypi.org/simple,BSD-3-Clause,https://pypi.org/project/threadpoolctl/3.6.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,tokenizers,0.22.2,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/tokenizers/0.22.2/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,tomli,2.4.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/tomli/2.4.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,torch,2.13.0,transitive,https://pypi.org/simple,Apache-2.0 AND Apache-2.0 WITH LLVM-exception AND BSD-2-Clause AND BSD-3-Clause AND BSL-1.0 AND MIT,https://pypi.org/project/torch/2.13.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,tqdm,4.68.4,transitive,https://pypi.org/simple,MPL-2.0 AND MIT,https://pypi.org/project/tqdm/4.68.4/,approved,retain MPL notices and provide source for modified MPL-covered files,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,transformers,5.13.0,transitive,https://pypi.org/simple,Apache-2.0,https://pypi.org/project/transformers/5.13.0/,approved,"retain license, copyright, attribution, and upstream NOTICE when present",exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,triton,3.7.1,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/triton/3.7.1/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,typer,0.26.8,transitive,https://pypi.org/simple,MIT,https://pypi.org/project/typer/0.26.8/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
python,model-tools,typing-extensions,4.16.0,transitive,https://pypi.org/simple,PSF-2.0,https://pypi.org/project/typing-extensions/4.16.0/,approved,retain license and copyright notices,exact PyPI release metadata; classifiers normalized only when unambiguous
